potencia_cv,torque_nm,preco_tabela_brl,capacidade_carga_kg,capacidade_reboque_kg,profundidade_vadeo_mm,angulo_ataque_graus,angulo_saida_graus,airbags_quantidade,tela_central_pol,frenagem_autonoma,perfil
239.0,576.0,324884.0,1154.0,2485.0,661.0,29.28940770143265,20.122968137511364,8.0,12.833727863561872,1.0,familia
219.0,435.0,307459.0,1273.0,2371.0,597.0,26.174068204425186,24.545292646615856,9.0,10.253110666015395,1.0,familia
208.0,491.0,358003.0,1031.0,1974.0,630.0,24.093912833523113,18.431000022728917,8.0,12.313228085804708,1.0,familia
208.0,529.0,360995.0,1191.0,2181.0,589.0,25.980436054311625,23.79638316868573,8.0,13.16834048871808,1.0,familia
246.0,560.0,338180.0,1210.0,2523.0,670.0,27.22928838787849,19.416736269479287,8.0,11.77936032816805,1.0,familia
248.0,496.0,328527.0,1127.0,2587.0,684.0,29.214629456704657,22.571906773795074,8.0,13.441310580767484,1.0,familia
441.0,634.0,373380.0,821.0,2818.0,652.0,26.88847570422991,19.783298942464075,8.0,10.353150479640714,1.0,desempenho
361.0,586.0,503560.0,961.0,3560.0,660.0,30.563575681199847,20.72419829881406,8.0,13.06829700100381,1.0,desempenho
307.0,587.0,452847.0,786.0,3362.0,617.0,30.544522638000004,20.302430055694472,8.0,12.855154180615715,1.0,desempenho
394.0,668.0,390363.0,778.0,2513.0,720.0,23.305591685913836,24.286032598323924,7.0,11.6838621407013,0.0,desempenho
345.0,701.0,438428.0,937.0,3364.0,607.0,30.270366039960948,25.837406382040808,8.0,11.883195817604781,1.0,desempenho
337.0,647.0,412602.0,940.0,3700.0,764.0,24.06334241970578,25.866209970918145,8.0,13.594719983442491,1.0,desempenho
377.0,726.0,530674.0,1022.0,3287.0,762.0,28.434663499290675,24.071709129854867,8.0,14.122526139911304,1.0,desempenho
337.0,684.0,343038.0,944.0,2464.0,737.0,30.655694448966972,22.22293213304384,7.0,12.1482572351467,1.0,desempenho
312.0,753.0,527942.0,900.0,3554.0,780.0,25.772547302384847,22.544082493896394,7.0,10.552799758713036,1.0,desempenho
376.0,789.0,390796.0,859.0,3319.0,793.0,30.561927929656672,25.24459650108573,8.0,12.555946236141727,1.0,desempenho
246.0,629.0,433272.0,761.0,3335.0,687.0,33.26642709494647,28.719059175644567,7.0,11.031077518236463,1.0,desempenho
353.0,570.0,454249.0,975.0,2918.0,753.0,26.105266812504006,24.759495714113942,8.0,12.984412815134947,1.0,desempenho
336.0,636.0,408677.0,810.0,3138.0,607.0,26.526538758573686,23.14537351989099,6.0,9.957344080703987,0.0,desempenho
339.0,565.0,362687.0,841.0,3076.0,653.0,24.11165000725032,22.631637517577435,6.0,12.217711944136767,0.0,desempenho
341.0,585.0,418270.0,798.0,3400.0,592.0,26.921110982642613,24.903322017575228,7.0,10.601194091653602,1.0,desempenho
442.0,706.0,446513.0,944.0,3337.0,584.0,27.16334981754773,26.535473913552963,6.0,14.043235786017524,1.0,desempenho
356.0,737.0,416589.0,1014.0,3071.0,597.0,25.226602035611336,28.688666305524592,6.0,11.671208301804835,1.0,desempenho
445.0,763.0,542032.0,880.0,3303.0,609.0,32.43080327835482,20.496661346196195,6.0,10.450169277878159,1.0,desempenho
373.0,607.0,390348.0,834.0,3491.0,633.0,28.6616242810416,27.653877456916675,7.0,11.384164362583924,1.0,desempenho
413.0,663.0,390783.0,958.0,2814.0,740.0,29.225821923105304,23.076574586583348,6.0,12.355421765677216,1.0,desempenho
376.0,605.0,445211.0,649.0,2995.0,698.0,25.2709497490545,21.190480875631213,6.0,11.198664532237336,0.0,desempenho
259.0,501.0,386622.0,954.0,2238.0,670.0,26.421256430447738,28.165013334625343,8.0,11.280760207391618,1.0,desempenho
310.0,703.0,431846.0,960.0,4000.0,574.0,33.17408994928333,23.137657441798932,6.0,12.344794685283611,1.0,desempenho
334.0,673.0,336555.0,990.0,3054.0,632.0,26.64996142601256,27.771447650587717,8.0,12.39001696350785,1.0,desempenho
364.0,667.0,413607.0,925.0,3752.0,759.0,30.60746377749069,22.633381421928387,8.0,12.39760997613521,1.0,desempenho
384.0,711.0,500996.0,827.0,3119.0,601.0,26.82258668181738,26.98971153173834,8.0,11.440205544926162,1.0,desempenho
388.0,636.0,437823.0,762.0,3229.0,520.0,27.439311525514047,19.10858026885458,7.0,12.989698807886757,1.0,desempenho
396.0,583.0,516104.0,1011.0,3117.0,768.0,24.681119462765096,21.52645751541698,6.0,11.26969233211236,1.0,desempenho
415.0,631.0,439387.0,831.0,2562.0,716.0,22.26323507374067,23.794097861743595,7.0,10.549158723612978,1.0,desempenho
349.0,713.0,425816.0,1051.0,2903.0,732.0,28.59943130115614,24.79206024400101,7.0,13.526824200128122,0.0,desempenho
285.0,582.0,413251.0,911.0,2804.0,844.0,32.54918216576072,25.80635496117745,6.0,12.50801033833029,1.0,desempenho
453.0,668.0,351703.0,940.0,3145.0,585.0,25.418844967661492,22.75918339973507,6.0,14.265225188808229,1.0,desempenho
381.0,541.0,479548.0,843.0,3167.0,779.0,24.13850929424725,19.808645444661025,8.0,10.706325420043543,1.0,desempenho
331.0,543.0,264231.0,845.0,3393.0,772.0,26.610515913743804,22.765720178651993,7.0,13.384680881106897,1.0,desempenho
368.0,681.0,391960.0,904.0,2329.0,660.0,29.360526137663403,21.05311789723596,8.0,14.068158408080524,1.0,desempenho
382.0,582.0,408636.0,973.0,3254.0,664.0,28.67264921287238,26.143829371909852,7.0,9.540070465707027,0.0,desempenho
379.0,733.0,344557.0,814.0,3099.0,652.0,33.20480972751042,21.429683718519623,7.0,11.801366218376007,1.0,desempenho
329.0,672.0,401692.0,888.0,3014.0,609.0,28.964779634017717,29.264799214941725,8.0,12.022081956940125,1.0,desempenho
370.0,698.0,350186.0,1104.0,3270.0,797.0,25.80090101342803,29.454185767673472,8.0,11.641683914868448,0.0,desempenho
372.0,734.0,427719.0,663.0,2808.0,688.0,28.929996949496665,23.830234533300313,7.0,13.462764947752396,1.0,desempenho
278.0,703.0,414804.0,950.0,2897.0,776.0,31.125173992176553,25.750632909035662,8.0,13.616003668505838,1.0,desempenho
338.0,765.0,478883.0,812.0,3326.0,622.0,29.717170933527026,25.351810238587618,7.0,9.756220392561403,1.0,desempenho
337.0,640.0,460680.0,670.0,3661.0,704.0,26.76552056631346,23.732297537335654,7.0,11.954915226024623,1.0,desempenho
361.0,681.0,472335.0,777.0,3365.0,683.0,30.54031232564948,17.618317738945514,6.0,13.452292200608252,0.0,desempenho
347.0,600.0,380830.0,886.0,2886.0,750.0,26.892378398657662,15.279035342035076,7.0,11.550213532053833,1.0,desempenho
304.0,657.0,493075.0,937.0,2987.0,727.0,26.622729069343023,21.916198892510565,7.0,14.037711487600479,1.0,desempenho
321.0,643.0,397121.0,786.0,3412.0,620.0,30.328083741530428,20.993348943219825,7.0,11.097077715176358,1.0,desempenho
403.0,686.0,473813.0,962.0,2813.0,680.0,25.65940261264761,27.99172471211712,7.0,11.547959484115722,0.0,desempenho
350.0,712.0,520629.0,850.0,3449.0,836.0,26.14707496919891,19.39487925740292,7.0,9.743987959310683,1.0,desempenho
343.0,680.0,430184.0,951.0,3277.0,776.0,25.14305085778361,21.969014584624407,8.0,12.703599570693765,1.0,desempenho
342.0,713.0,444817.0,1042.0,2787.0,800.0,32.56971586513677,26.20686599173724,7.0,14.138158690525271,1.0,desempenho
326.0,700.0,362242.0,990.0,3679.0,741.0,28.851253070984505,21.036379977297752,8.0,11.656597635974435,0.0,desempenho
264.0,620.0,308580.0,771.0,3868.0,623.0,28.568439463663243,27.022331919585596,8.0,10.494092798397249,1.0,desempenho
368.0,715.0,420687.0,1244.0,2615.0,763.0,27.481594787810607,26.315760464510024,6.0,10.802790512711221,1.0,desempenho
406.0,692.0,436398.0,976.0,3570.0,722.0,28.44426825939483,21.356794990016123,7.0,11.14533508362114,1.0,desempenho
349.0,653.0,370246.0,1040.0,3432.0,816.0,25.365030768460784,22.86597630294535,6.0,11.087772661245497,1.0,desempenho
372.0,711.0,459662.0,790.0,3674.0,770.0,28.40288949174338,24.23879358712811,7.0,12.664869325339088,1.0,desempenho
263.0,711.0,334117.0,1080.0,3084.0,687.0,26.116798281746483,23.13588337823377,6.0,11.962185210692372,1.0,desempenho
372.0,739.0,438591.0,755.0,2823.0,800.0,25.163479360171806,20.53994846821212,6.0,13.364777450837675,1.0,desempenho
369.0,578.0,480545.0,1027.0,3386.0,721.0,33.28356437460212,23.999058982164676,7.0,11.448541270605892,1.0,desempenho
281.0,624.0,442904.0,893.0,2856.0,767.0,34.960122166051775,24.588394377071722,7.0,10.9151180523168,1.0,desempenho
409.0,683.0,419867.0,829.0,2817.0,750.0,30.741314864156756,19.3628106399278,8.0,12.41409045233502,1.0,desempenho
417.0,747.0,346182.0,736.0,3147.0,730.0,33.38908246878089,26.118236741445394,6.0,11.70878246782556,1.0,desempenho
313.0,736.0,366941.0,1095.0,3100.0,795.0,30.036793870177835,23.589013531672624,6.0,12.261630110559079,0.0,desempenho
315.0,608.0,410890.0,909.0,2454.0,727.0,25.06083632584958,20.540002790382765,6.0,9.975186783467148,0.0,desempenho
279.0,555.0,381003.0,1134.0,3015.0,710.0,29.201444159518985,24.393195558647545,6.0,14.933499303099007,1.0,desempenho
335.0,532.0,363678.0,866.0,2862.0,730.0,25.81518339278016,30.49516820341981,8.0,13.428658313212315,1.0,desempenho
409.0,610.0,375108.0,909.0,3501.0,708.0,23.26901055342701,21.591526668147473,6.0,11.73397370400112,1.0,desempenho
379.0,472.0,457513.0,915.0,3122.0,822.0,25.975197943628345,22.79077203280491,7.0,10.48237628189273,1.0,desempenho
428.0,708.0,431429.0,744.0,3013.0,663.0,27.768336864330863,25.277530975889487,7.0,12.501846907065566,1.0,desempenho
371.0,746.0,444430.0,1032.0,3363.0,780.0,29.566751908053334,23.706254260671287,7.0,10.387146445833787,1.0,desempenho
382.0,559.0,436099.0,917.0,2985.0,708.0,32.765880784130786,26.086207423650897,6.0,10.630789788296713,1.0,desempenho
342.0,621.0,393729.0,749.0,3155.0,666.0,19.211653929993197,30.15891607350499,7.0,11.762677146353262,1.0,desempenho
368.0,768.0,524350.0,918.0,3558.0,710.0,23.989823683372208,22.764529893109028,8.0,12.158313560126349,0.0,desempenho
339.0,634.0,414973.0,890.0,3218.0,636.0,25.848951552616192,20.146247202900092,8.0,12.382992348110388,1.0,desempenho
428.0,696.0,369148.0,708.0,3085.0,687.0,29.48859756208995,22.394049862297024,7.0,10.315198444342682,0.0,desempenho
479.0,637.0,400382.0,1041.0,2980.0,702.0,28.153593705643257,22.494647421565404,7.0,10.353041342539079,0.0,desempenho
382.0,612.0,487145.0,794.0,3799.0,595.0,29.304310193670673,25.42629204757987,8.0,12.19166127441852,1.0,desempenho
343.0,739.0,298074.0,960.0,2327.0,642.0,32.88749909470283,22.254653899823836,7.0,10.591344042709233,1.0,desempenho
277.0,576.0,502358.0,1122.0,3163.0,625.0,34.287530505427476,28.783327175247592,6.0,13.445609327992445,1.0,desempenho
331.0,711.0,360744.0,1065.0,3309.0,741.0,32.39962257783581,20.665259251459347,6.0,11.957009305552244,1.0,desempenho
375.0,825.0,318795.0,896.0,3424.0,707.0,27.660615842452778,20.102350909662526,6.0,13.023114963954123,1.0,desempenho
455.0,717.0,422841.0,927.0,3576.0,713.0,30.712052664283945,23.10755339737845,8.0,13.574380486288735,0.0,desempenho
302.0,670.0,374242.0,823.0,2914.0,636.0,34.37431420905089,27.99401718596521,7.0,11.129883934830987,1.0,desempenho
369.0,654.0,348857.0,816.0,2878.0,774.0,26.81131096569472,27.205138001082048,8.0,12.724945067506221,1.0,desempenho
463.0,546.0,489257.0,1037.0,2859.0,760.0,29.008434889078686,23.317571220139776,6.0,11.431362155808566,0.0,desempenho
351.0,677.0,458107.0,988.0,2854.0,682.0,31.584288585630812,26.683941562721618,7.0,12.026644721451165,1.0,desempenho
294.0,782.0,367865.0,799.0,3467.0,607.0,26.101734910344884,25.789323412745258,8.0,11.238856982772717,1.0,desempenho
378.0,668.0,401348.0,944.0,3156.0,727.0,26.509203924646066,23.452293076861377,7.0,11.649589745384368,1.0,desempenho
339.0,668.0,431700.0,993.0,3049.0,724.0,29.65239271682099,25.334321423494785,8.0,11.009215580637429,1.0,desempenho
360.0,503.0,428826.0,1165.0,3073.0,656.0,29.120045679134194,24.937134631399715,6.0,11.845320979058172,1.0,desempenho
375.0,701.0,452473.0,882.0,3318.0,761.0,30.61694614008535,20.570942063778816,8.0,12.984189824106581,1.0,desempenho
363.0,639.0,485543.0,889.0,2808.0,676.0,28.536084150431428,27.68764435289115,6.0,12.109321039927346,1.0,desempenho
401.0,634.0,478584.0,1074.0,2879.0,649.0,27.57887482328399,24.922838004567588,8.0,10.77289757967349,1.0,desempenho
346.0,679.0,422169.0,727.0,2739.0,716.0,21.602213121535492,27.037912228932214,7.0,11.810215386753216,1.0,desempenho
351.0,642.0,474756.0,1104.0,2626.0,592.0,26.133895583336855,25.748212749521592,8.0,10.805515676370304,1.0,desempenho
442.0,710.0,374449.0,657.0,3250.0,747.0,27.633828603636168,22.62645484145253,6.0,11.808765321424913,1.0,desempenho
396.0,737.0,395347.0,816.0,2510.0,706.0,34.126228120431236,24.83207538589403,7.0,11.973265224979544,0.0,desempenho
323.0,707.0,432416.0,902.0,2858.0,778.0,29.99410823599933,22.341237487898095,7.0,10.723452460677562,1.0,desempenho
324.0,526.0,445934.0,680.0,2770.0,575.0,27.74179092162732,23.549038619184383,6.0,11.607964544176363,1.0,desempenho
380.0,611.0,437399.0,793.0,3263.0,778.0,29.75849740117835,22.762758545350557,6.0,13.88383972351196,0.0,desempenho
363.0,638.0,431665.0,780.0,2844.0,616.0,23.199186686488872,20.348151923338563,7.0,12.191355008164955,1.0,desempenho
355.0,623.0,413194.0,852.0,2785.0,676.0,28.807884257742202,23.865320909632388,8.0,12.219001236719055,1.0,desempenho
307.0,684.0,485004.0,957.0,3129.0,668.0,31.10826295313877,19.731075224214983,7.0,12.357125931356547,0.0,desempenho
311.0,582.0,402933.0,826.0,2951.0,758.0,23.884770612209483,28.82634256720312,7.0,12.993875628221547,0.0,desempenho
353.0,549.0,391143.0,959.0,3653.0,633.0,26.9034821890442,23.546102339302433,7.0,11.274998876020975,1.0,desempenho
297.0,618.0,376586.0,899.0,3124.0,677.0,25.81461513495897,24.958574012348866,8.0,13.984340722190742,1.0,desempenho
284.0,671.0,429654.0,678.0,2888.0,696.0,29.60887272855157,17.41161653670016,8.0,11.80545122942417,1.0,desempenho
391.0,690.0,376003.0,671.0,3062.0,760.0,32.18036358257329,26.131647306893356,8.0,11.600811383324192,1.0,desempenho
409.0,766.0,368159.0,1093.0,3087.0,779.0,23.779554971507388,25.757712603493946,7.0,11.115875836862854,1.0,desempenho
405.0,590.0,337554.0,888.0,3169.0,732.0,30.848783714093464,23.821754456182518,7.0,10.783432880832164,1.0,desempenho
398.0,631.0,401498.0,1015.0,3361.0,629.0,28.51676315923311,26.01459351518716,8.0,13.833637631265399,0.0,desempenho
362.0,677.0,488722.0,740.0,3077.0,653.0,29.137459356178372,27.690666526952363,7.0,13.397500165442338,1.0,desempenho
356.0,687.0,443550.0,866.0,2752.0,730.0,25.497154569896125,30.552290200141368,6.0,12.68460865002542,1.0,desempenho
355.0,633.0,481425.0,922.0,2943.0,813.0,28.147924994560668,26.306519027906692,6.0,11.559515512821994,1.0,desempenho
328.0,791.0,490985.0,852.0,2814.0,720.0,28.26009309824319,25.06700684568969,8.0,12.229892875432908,1.0,desempenho
385.0,576.0,494940.0,1096.0,4000.0,632.0,28.728646039450826,17.753703890433037,6.0,11.373711899873964,1.0,desempenho
382.0,784.0,377396.0,697.0,3035.0,581.0,30.25329836352193,17.80475086123104,8.0,12.03414909741979,1.0,desempenho
266.0,627.0,510385.0,943.0,2897.0,698.0,28.05405061613334,25.417891037530218,7.0,11.880036264219717,1.0,desempenho
288.0,615.0,454832.0,902.0,2708.0,640.0,28.59604002864222,23.762797974406332,8.0,11.305051068437104,1.0,desempenho
336.0,643.0,539346.0,729.0,2551.0,747.0,25.96407081611769,23.04528741677214,7.0,12.260899890824057,0.0,desempenho
358.0,601.0,431261.0,991.0,2634.0,717.0,30.797304612864004,22.75469913310989,7.0,10.87144765225709,1.0,desempenho
361.0,642.0,441631.0,811.0,3263.0,727.0,28.584527020810413,20.94091404087343,7.0,12.24763412559054,0.0,desempenho
403.0,633.0,461244.0,933.0,2867.0,719.0,25.02491000967907,22.101359175345625,8.0,12.916437259017655,1.0,desempenho
410.0,690.0,381239.0,715.0,3149.0,673.0,28.33942137115907,22.9106500165333,6.0,9.591051767105988,0.0,desempenho
342.0,628.0,454851.0,816.0,3787.0,585.0,31.93350249340787,23.327043087365684,8.0,12.095707832279059,0.0,desempenho
321.0,729.0,398695.0,768.0,3697.0,693.0,28.664675420872634,27.704255742134386,8.0,10.761653709486678,0.0,desempenho
386.0,608.0,412730.0,908.0,2674.0,653.0,32.053218677239414,26.658573565754388,8.0,13.454590426260397,1.0,desempenho
337.0,635.0,432751.0,1037.0,2927.0,793.0,23.40861577076987,28.888926393338394,6.0,11.55278929925763,1.0,desempenho
349.0,517.0,394986.0,775.0,2987.0,691.0,30.873374843418716,24.622810054201878,6.0,14.021218219349977,1.0,desempenho
405.0,598.0,511091.0,870.0,3200.0,764.0,31.81567726581597,23.667562319162737,8.0,11.534108335774153,1.0,desempenho
400.0,650.0,454038.0,1096.0,3333.0,718.0,23.443267524729798,16.10780958951281,7.0,11.081028023929546,1.0,desempenho
358.0,719.0,408057.0,963.0,3032.0,661.0,28.25250469055709,24.038485930631055,6.0,12.5757924424402,1.0,desempenho
340.0,705.0,403644.0,870.0,3545.0,657.0,23.3715903452713,23.51810664142352,6.0,12.551736700860376,1.0,desempenho
352.0,649.0,436883.0,1117.0,3079.0,716.0,26.472359912202595,21.46092084033908,6.0,11.298110815898676,1.0,desempenho
338.0,675.0,549199.0,814.0,3054.0,696.0,29.187396546129243,24.790652435864356,7.0,9.950256726470244,1.0,desempenho
364.0,606.0,447173.0,557.0,2900.0,632.0,27.230977964882523,22.385856724529585,8.0,11.80837777501404,1.0,desempenho
379.0,653.0,450708.0,1122.0,3031.0,719.0,22.588411622312904,16.82413138706093,6.0,13.01372925093804,0.0,desempenho
332.0,540.0,355129.0,1072.0,3078.0,787.0,27.765308022824446,18.47430668112643,8.0,13.070481119678064,1.0,desempenho
361.0,541.0,429036.0,1163.0,3372.0,696.0,31.226030205870693,24.632005395609333,6.0,13.268419539537762,1.0,desempenho
368.0,591.0,498347.0,888.0,2889.0,759.0,27.139617292785193,26.278544662458323,8.0,11.649889641289755,1.0,desempenho
427.0,692.0,447973.0,848.0,2680.0,687.0,31.619824464591744,19.41849643023106,7.0,11.541327313720618,1.0,desempenho
329.0,620.0,344891.0,783.0,3446.0,621.0,23.206383596515487,22.109925061398318,6.0,12.878346603011815,1.0,desempenho
361.0,527.0,447208.0,946.0,3056.0,760.0,24.617511703140885,27.38372697976071,6.0,9.934589009652331,1.0,desempenho
318.0,596.0,476996.0,828.0,3515.0,801.0,26.7946149191751,26.044086979725915,7.0,10.61556926239217,0.0,desempenho
381.0,604.0,328640.0,960.0,2477.0,680.0,30.82354559925991,24.575693207619107,7.0,12.389110555242237,1.0,desempenho
462.0,646.0,332980.0,787.0,3003.0,577.0,28.142480404754927,23.25278446604088,6.0,9.992527318426111,0.0,desempenho
378.0,700.0,432486.0,861.0,3407.0,740.0,28.922210709159064,21.526163248695717,8.0,14.230773233332105,1.0,desempenho
404.0,613.0,421782.0,819.0,3278.0,595.0,26.361874603549836,20.723636398954298,7.0,12.16240601747075,0.0,desempenho
253.0,792.0,436240.0,806.0,3254.0,710.0,25.999453849145308,24.593750002026226,6.0,11.512509061356566,1.0,desempenho
332.0,660.0,452191.0,961.0,3486.0,719.0,26.401823505349288,26.518991593293567,7.0,10.370978952189677,0.0,desempenho
319.0,582.0,479403.0,1013.0,3370.0,764.0,25.362151652764034,25.04578535958294,7.0,11.350189199464511,1.0,desempenho
344.0,494.0,495333.0,769.0,3639.0,756.0,25.298228942391816,20.601645146196766,6.0,11.613618760248897,1.0,desempenho
364.0,525.0,297324.0,927.0,3003.0,666.0,30.087591517281357,27.520326829897336,8.0,11.672946334365829,1.0,desempenho
298.0,665.0,450353.0,981.0,2522.0,654.0,25.3652102415296,24.29966086322764,8.0,10.47153911912946,1.0,desempenho
413.0,779.0,466370.0,1039.0,2996.0,630.0,30.55023799725266,25.253042256718203,8.0,10.62431963193866,1.0,desempenho
306.0,670.0,373516.0,966.0,3188.0,604.0,29.262098893055438,22.26623766950187,7.0,10.516175596383993,1.0,desempenho
350.0,676.0,457975.0,931.0,3430.0,695.0,24.439019835082767,27.17344254246239,6.0,11.311992192940865,1.0,desempenho
347.0,637.0,369795.0,849.0,3320.0,720.0,25.306509800723113,22.536883881153766,7.0,13.289199605724292,1.0,desempenho
413.0,701.0,384932.0,926.0,3093.0,686.0,30.29872892512153,20.879418840552304,7.0,14.33423408913232,1.0,desempenho
295.0,612.0,456047.0,771.0,3801.0,646.0,28.65790701160131,26.3755779311642,8.0,11.315231483759865,1.0,desempenho
398.0,563.0,499866.0,901.0,2991.0,682.0,30.42675780817816,22.246634124448686,7.0,11.695075855157334,0.0,desempenho
330.0,567.0,520129.0,832.0,3491.0,712.0,25.046397848554097,23.982135872361813,8.0,12.940803335172898,1.0,desempenho
405.0,714.0,394718.0,770.0,2985.0,711.0,29.637360140597067,17.48528578571866,8.0,13.614457497153264,1.0,desempenho
355.0,679.0,492060.0,874.0,3528.0,798.0,31.935080347817983,20.7235752197138,6.0,11.695588706949144,1.0,desempenho
344.0,684.0,457749.0,799.0,3223.0,578.0,32.325835017405666,22.46287727796992,6.0,10.594540591947275,1.0,desempenho
462.0,648.0,414179.0,845.0,3804.0,646.0,30.315388531706983,25.06875836611825,6.0,13.513823103042618,1.0,desempenho
409.0,679.0,335028.0,835.0,3335.0,750.0,25.962308040421135,15.257232030549176,6.0,10.242363751567266,0.0,desempenho
419.0,508.0,264222.0,997.0,3245.0,686.0,32.16707308888829,25.91197404906922,7.0,13.9395600512663,1.0,desempenho
287.0,633.0,406326.0,975.0,3215.0,737.0,30.110320399416683,30.464786032149426,6.0,11.040444210999553,1.0,desempenho
348.0,753.0,404423.0,832.0,3035.0,743.0,27.526759050305543,22.074999539608854,7.0,13.998422301148237,1.0,desempenho
389.0,535.0,446414.0,773.0,3487.0,642.0,30.07830709554658,27.31749919888414,7.0,10.59111104206923,0.0,desempenho
324.0,752.0,381527.0,775.0,3432.0,652.0,25.149809507601617,19.669187213490705,6.0,11.420508192647379,0.0,desempenho
356.0,667.0,472321.0,963.0,3133.0,688.0,29.53047240674555,27.817710488785707,6.0,10.204782531420687,1.0,desempenho
403.0,696.0,451788.0,969.0,3154.0,784.0,26.547644516245548,26.865807711621617,8.0,11.953508526012548,1.0,desempenho
332.0,691.0,442529.0,942.0,3228.0,697.0,35.16511597861132,27.55276993558852,7.0,12.045151588614022,0.0,desempenho
347.0,720.0,448489.0,903.0,3093.0,695.0,18.488722792365834,24.631802517892925,7.0,11.41382870386757,0.0,desempenho
306.0,646.0,362463.0,956.0,3301.0,757.0,25.627354624916304,24.10202428868444,7.0,12.922000790748378,0.0,desempenho
331.0,650.0,442812.0,1092.0,3100.0,708.0,24.74162110245577,21.395217115205003,7.0,12.117375951711969,0.0,desempenho
349.0,621.0,390588.0,935.0,2675.0,776.0,26.00373310561162,26.165710456314425,7.0,12.937408627932829,0.0,desempenho
316.0,580.0,433725.0,758.0,3111.0,761.0,30.390105781212227,24.0455488276213,8.0,10.83023210889259,0.0,desempenho
389.0,651.0,292382.0,993.0,3191.0,772.0,24.714188443471585,15.0,8.0,11.593043674886522,1.0,desempenho
412.0,842.0,403191.0,987.0,2972.0,574.0,27.489225259612283,23.203186319141686,8.0,11.520146113597955,1.0,desempenho
323.0,598.0,455878.0,1071.0,3053.0,745.0,22.257819788237597,25.978353723340835,6.0,11.035261902327022,0.0,desempenho
373.0,632.0,492622.0,795.0,3419.0,683.0,27.52508356597101,23.44843832052237,7.0,12.816258547083388,1.0,desempenho
351.0,714.0,362215.0,1004.0,2784.0,735.0,29.859216354108607,18.26604932501249,6.0,12.111575095835292,1.0,desempenho
420.0,604.0,375649.0,909.0,3439.0,691.0,31.499111637007758,25.592926985892273,7.0,11.025165726854974,0.0,desempenho
399.0,716.0,427187.0,883.0,3033.0,650.0,25.938957700901508,19.94833210697105,6.0,8.911770907562232,0.0,desempenho
346.0,660.0,391282.0,1269.0,3676.0,625.0,28.698604262280696,22.17598157118803,7.0,10.782624327951103,1.0,desempenho
329.0,717.0,474658.0,1064.0,2901.0,728.0,29.8973626499269,22.577465474688104,6.0,12.241217976850384,1.0,desempenho
340.0,665.0,454978.0,801.0,2773.0,665.0,27.62793583783001,20.807339979547955,7.0,11.98818622961954,1.0,desempenho
347.0,613.0,492890.0,999.0,3255.0,623.0,28.634189702411977,27.18797187236258,7.0,11.549239601081357,1.0,desempenho
434.0,671.0,452306.0,1069.0,3356.0,669.0,26.654371490416416,24.71566486132122,7.0,11.397460584163145,1.0,desempenho
314.0,726.0,299481.0,1084.0,3592.0,672.0,29.63017248361543,24.00944318071898,8.0,13.47598844212642,1.0,desempenho
404.0,551.0,452299.0,875.0,3228.0,656.0,33.2444112073625,27.120185459707727,6.0,13.22853156194498,1.0,desempenho
341.0,666.0,488922.0,994.0,3539.0,719.0,23.83210380936703,23.412904406559296,8.0,13.272107687890399,1.0,desempenho
232.0,579.0,305275.0,723.0,2719.0,782.0,28.34747376168084,25.168813572275962,7.0,9.335494789277849,1.0,desempenho
372.0,639.0,451066.0,1096.0,3122.0,704.0,28.577790756193917,31.176328905821975,7.0,11.197497943706946,1.0,desempenho
279.0,626.0,460305.0,747.0,3566.0,729.0,25.797300034086888,23.575411087986456,6.0,12.06854140866141,1.0,desempenho
372.0,650.0,406927.0,909.0,3020.0,573.0,34.12653373160419,24.465974997598206,6.0,12.477776718147044,1.0,desempenho
351.0,538.0,545239.0,751.0,2838.0,673.0,31.864227174557133,24.04352699778796,7.0,12.610182667376849,0.0,desempenho
351.0,701.0,449613.0,985.0,4000.0,831.0,25.939853970990114,28.871654978433455,6.0,12.459801827710681,1.0,desempenho
352.0,593.0,465543.0,1028.0,2473.0,698.0,31.365584514382757,23.439963113059665,7.0,11.734038136115034,0.0,desempenho
372.0,564.0,358315.0,985.0,3206.0,691.0,26.72832987303294,23.084433463557744,6.0,13.256294153385767,1.0,desempenho
400.0,664.0,425543.0,904.0,3563.0,720.0,32.434215695069334,21.01923145321789,6.0,12.163109480662017,1.0,desempenho
403.0,812.0,419064.0,960.0,3229.0,657.0,22.537719166593952,21.882679550713906,8.0,12.542476812181938,1.0,desempenho
305.0,641.0,400974.0,1006.0,2807.0,653.0,28.204216807745862,27.086306974270443,7.0,12.602022054202546,0.0,desempenho
378.0,664.0,363351.0,905.0,2824.0,704.0,26.558056175535278,31.618144868348583,7.0,12.774045426538796,1.0,desempenho
347.0,649.0,428227.0,911.0,3352.0,750.0,29.177902346952905,25.360756570527656,7.0,12.699216975618222,1.0,desempenho
339.0,601.0,383752.0,831.0,3387.0,762.0,26.777619678125195,26.723886940881147,8.0,12.148175770997513,1.0,desempenho
354.0,635.0,461063.0,939.0,3996.0,648.0,29.554305106089927,22.41239697056546,8.0,11.952916231561508,1.0,desempenho
281.0,659.0,580499.0,877.0,2804.0,716.0,21.776079887360893,23.7241296521872,8.0,12.019230338754193,1.0,desempenho
343.0,664.0,369511.0,1107.0,2977.0,697.0,29.668066290526873,22.226145633594317,7.0,10.931694695941616,0.0,desempenho
